Gene,Gene_wo_suffix,PA14_locus,pae,paev,paei,pau,pap,pag,paf,pnc,paeb,pdk,psg,prp,paep,paer,paem,pael,paes,paeu,paeg,paec,paeo
glcD,glcD,PA14_70690,"pae00630,pae01100,pae01110,pae01120","paev00630,paev01100,paev01110,paev01120","paei00630,paei01100,paei01110,paei01120","pau00630,pau01100,pau01110,pau01120","pap00630,pap01100,pap01110,pap01120","pag00630,pag01100,pag01110,pag01120","paf00630,paf01100,paf01110,paf01120","pnc00630,pnc01100,pnc01110,pnc01120","paeb00630,paeb01100,paeb01110,paeb01120",,,,,,,,,"paeu00630,paeu01100,paeu01110,paeu01120",,"paec00630,paec01100,paec01110,paec01120","paeo00630,paeo01100,paeo01110,paeo01120"
PA14_00650,PA14,PA14_00650,,,,,,,,,,,,,,,,,,,,,
PA14_07050,PA14,PA14_07050,,,,,,,,,,,,,,,,,,,,,
glcC,glcC,PA14_70710,,,,,,,,,,,,,,,,,,,,,
ubiC,ubiC,PA14_70720,,,,"pau00130,pau01100,pau01110,pau01240",,"pag00130,pag01100,pag01110,pag01240","paf00130,paf01100,paf01110,paf01240","pnc00130,pnc01100,pnc01110,pnc01240","paeb00130,paeb01100,paeb01110,paeb01240",,,,,,,,,"paeu00130,paeu01100,paeu01110,paeu01240",,,
ubiA,ubiA,PA14_70730,"pae00130,pae01100,pae01110,pae01240","paev00130,paev01100,paev01110,paev01240","paei00130,paei01100,paei01110,paei01240","pau00130,pau01100,pau01110,pau01240","pap00130,pap01100,pap01110,pap01240","pag00130,pag01100,pag01110,pag01240","paf00130,paf01100,paf01110,paf01240","pnc00130,pnc01100,pnc01110,pnc01240","paeb00130,paeb01100,paeb01110,paeb01240","pdk00130,pdk01100,pdk01110,pdk01240","psg00130,psg01100,psg01110,psg01240","prp00130,prp01100,prp01110,prp01240","paep00130,paep01100,paep01110,paep01240",,"paem00130,paem01100,paem01110,paem01240","pael00130,pael01100,pael01110,pael01240",,"paeu00130,paeu01100,paeu01110,paeu01240","paeg00130,paeg01100,paeg01110,paeg01240","paec00130,paec01100,paec01110,paec01240","paeo00130,paeo01100,paeo01110,paeo01240"
PA14_70740,PA14,PA14_70740,,,,,,,,,,,,,,,,,,,,,
phoB,phoB,PA14_70750,pae02020,paev02020,paei02020,pau02020,pap02020,pag02020,paf02020,pnc02020,paeb02020,,,,,,,,,paeu02020,,paec02020,paeo02020
phoR,phoR,PA14_70760,pae02020,paev02020,paei02020,pau02020,pap02020,pag02020,paf02020,pnc02020,paeb02020,,,,,,,,,paeu02020,,paec02020,paeo02020
PA14_70770,PA14,PA14_70770,,,,,,,,,,,,,,,,,,,,,
PA14_70780,PA14,PA14_70780,,,,,,,,,,,,,,,,,,,,,
PA14_70790,PA14,PA14_70790,,,,,,,,,,,,,,,,,,,,,
phoU,phoU,PA14_70800,,,,,,,,,,,,,,,,,,,,,
PA14_07060,PA14,PA14_07060,,,,,,,,,,,,,,,,,,,,,
pstB,pstB,PA14_70810,pae02010,paev02010,paei02010,pau02010,pap02010,pag02010,paf02010,pnc02010,paeb02010,,,prp02010,,,paem02010,pael02010,,paeu02010,paeg02010,paec02010,paeo02010
pstA,pstA,PA14_70830,pae02010,paev02010,paei02010,pau02010,,pag02010,paf02010,pnc02010,paeb02010,,,,,,,,,paeu02010,,paec02010,paeo02010
pstC,pstC,PA14_70850,pae02010,,,pau02010,pap02010,pag02010,paf02010,pnc02010,paeb02010,,,,,,,,,paeu02010,,,
PA14_70860,PA14,PA14_70860,,,,"pau02010,pau02020",,,,,,,,,,,,,,,,,
PA14_70920,PA14,PA14_70920,,,,,,,,,,,,,,,,,,,,,
PA14_70930,PA14,PA14_70930,,,,pau01040,,,,,,,,,,,,,,,,,
betA,betA,PA14_70940,"pae00260,pae01100","paev00260,paev01100","paei00260,paei01100","pau00260,pau01100","pap00260,pap01100","pag00260,pag01100","paf00260,paf01100","pnc00260,pnc01100","paeb00260,paeb01100",,,,,,,,,"paeu00260,paeu01100",,"paec00260,paec01100","paeo00260,paeo01100"
betB,betB,PA14_70950,"pae00260,pae01100","paev00260,paev01100","paei00260,paei01100","pau00260,pau01100","pap00260,pap01100","pag00260,pag01100","paf00260,paf01100","pnc00260,pnc01100","paeb00260,paeb01100",,,,,,,,,"paeu00260,paeu01100",,"paec00260,paec01100","paeo00260,paeo01100"
betI,betI,PA14_70970,,,,,,,,,,,,,,,,,,,,,
betT1,betT1,PA14_70980,,,,,,,,,,,,,,,,,,,,,
PA14_07070,PA14,PA14_07070,,,,,,,,,,,,,,,,,,,,,
PA14_71000,PA14,PA14_71000,,,,pau02010,,,,,,,,,,,,,,,,,
PA14_71020,PA14,PA14_71020,,,,pau02010,,,,,,,,,,,,,,,,,
PA14_71030,PA14,PA14_71030,,,,pau02010,,,,,,,,,,,,,,,,,
sdaB,sdaB,PA14_71060,"pae00260,pae00270,pae01100,pae01110,pae01200,pae01230",,,"pau00260,pau00270,pau01100,pau01110,pau01200,pau01230",,"pag00260,pag00270,pag01100,pag01110,pag01200,pag01230","paf00260,paf00270,paf01100,paf01110,paf01200,paf01230","pnc00260,pnc00270,pnc01100,pnc01110,pnc01200,pnc01230","paeb00260,paeb00270,paeb01100,paeb01110,paeb01200,paeb01230",,,,,,,,,,,,
PA14_71070,PA14,PA14_71070,,,,,,,,,,,,,,,,,,,,,
PA14_71080,PA14,PA14_71080,,,,,,,,,,,,,,,,,,,,,
PA14_71090,PA14,PA14_71090,,,,,,,,,,,,,,,,,,,,,
PA14_71100,PA14,PA14_71100,,,,,,,,,,,,,,,,,,,,,
PA14_71120,PA14,PA14_71120,,,,,,,,,,,,,,,,,,,,,
metK,metK,PA14_07090,"pae00270,pae01100,pae01110,pae01230,pae01240","paev00270,paev01100,paev01110,paev01230,paev01240","paei00270,paei01100,paei01110,paei01230,paei01240","pau00270,pau01100,pau01110,pau01230,pau01240","pap00270,pap01100,pap01110,pap01230,pap01240","pag00270,pag01100,pag01110,pag01230,pag01240","paf00270,paf01100,paf01110,paf01230,paf01240","pnc00270,pnc01100,pnc01110,pnc01230,pnc01240","paeb00270,paeb01100,paeb01110,paeb01230,paeb01240",,,,,,,,,"paeu00270,paeu01100,paeu01110,paeu01230,paeu01240",,"paec00270,paec01100,paec01110,paec01230,paec01240","paeo00270,paeo01100,paeo01110,paeo01230,paeo01240"
PA14_71140,PA14,PA14_71140,,,,,,,,,,,,,,,,,,,,,
PA14_71150,PA14,PA14_71150,,,,,,,,,,,,,,,,,,,,,
PA14_71160,PA14,PA14_71160,,,,pau02010,,,,,,,,,,,,,,,,,
PA14_71170,PA14,PA14_71170,,,,,,,,,,,,,,,,,,,,,
PA14_71190,PA14,PA14_71190,,,,,,,,,,,,,,,,,,,,,
PA14_71200,PA14,PA14_71200,,,,,,,,,,,,,,,,,,,,,
PA14_71210,PA14,PA14_71210,,,,,,,,,,,,,,,,,,,,,
cls,cls,PA14_71220,"pae00564,pae01100","paev00564,paev01100","paei00564,paei01100","pau00564,pau01100","pap00564,pap01100","pag00564,pag01100","paf00564,paf01100","pnc00564,pnc01100","paeb00564,paeb01100","pdk00564,pdk01100","psg00564,psg01100",,,,,,,"paeu00564,paeu01100",,"paec00564,paec01100","paeo00564,paeo01100"
PA14_71230,PA14,PA14_71230,,,,,,,,,,,,,,,,,,,,,
PA14_71240,PA14,PA14_71240,,,,,,,,,,,,,,,,,,,,,
PA14_07110,PA14,PA14_07110,,,,,,,,,,,,,,,,,,,,,
PA14_71250,PA14,PA14_71250,,,,,,,,,,,,,,,,,,,,,
PA14_71260,PA14,PA14_71260,,,,,,,,,,,,,,,,,,,,,
PA14_71280,PA14,PA14_71280,,,,,,,,,,,,,,,,,,,,,
PA14_71300,PA14,PA14_71300,,,,,,,,,,,,,,,,,,,,,
PA14_71310,PA14,PA14_71310,,,,,,,,,,,,,,,,,,,,,
PA14_71320,PA14,PA14_71320,,,,,,,,,,,,,,,,,,,,,
PA14_71330,PA14,PA14_71330,,,,,,,,,,,,,,,,,,,,,
PA14_71340,PA14,PA14_71340,,,,,,,,,,,,,,,,,,,,,
PA14_71350,PA14,PA14_71350,,,,,,,,,,,,,,,,,,,,,
PA14_71360,PA14,PA14_71360,,,,,,,,,,,,,,,,,,,,,
tktA,tktA,PA14_07130,"pae00030,pae01100,pae01110,pae01120,pae01200,pae01230",,,"pau00030,pau01100,pau01110,pau01120,pau01200,pau01230",,"pag00030,pag01100,pag01110,pag01120,pag01200,pag01230","paf00030,paf01100,paf01110,paf01120,paf01200,paf01230","pnc00030,pnc01100,pnc01110,pnc01120,pnc01200,pnc01230","paeb00030,paeb01100,paeb01110,paeb01120,paeb01200,paeb01230",,,,,,,,,,,,
PA14_71370,PA14,PA14_71370,,,,,,,,,,,,,,,,,,,,,
PA14_71380,PA14,PA14_71380,,,,,,,,,,,,,,,,,,,,,
PA14_71390,PA14,PA14_71390,,,,,,,,,,,,,,,,,,,,,
PA14_71410,PA14,PA14_71410,,,,,,,,,,,,,,,,,,,,,
PA14_71420,PA14,PA14_71420,,,,,,,,,,,,,,,,,,,,,
PA14_71430,PA14,PA14_71430,,,,,,,,,,,,,,,,,,,,,
ltaA,ltaA,PA14_71440,"pae00260,pae01100,pae01110,pae01120,pae01230",,,"pau00260,pau01100,pau01110,pau01120,pau01230","pap00260,pap01100,pap01110,pap01120,pap01230","pag00260,pag01100,pag01110,pag01120,pag01230","paf00260,paf01100,paf01110,paf01120,paf01230","pnc00260,pnc01100,pnc01110,pnc01120,pnc01230","paeb00260,paeb01100,paeb01110,paeb01120,paeb01230",,,,,,,,,"paeu00260,paeu01100,paeu01110,paeu01120,paeu01230",,,
PA14_71450,PA14,PA14_71450,,,,,,,,,,,,,,,,,,,,,
glyA1,glyA1,PA14_71460,"pae00260,pae00460,pae00630,pae00670,pae00680,pae01100,pae01110,pae01120,pae01200,pae01230,pae01240",,,"pau00260,pau00460,pau00630,pau00670,pau00680,pau01100,pau01110,pau01120,pau01200,pau01230,pau01240","pap00260,pap00460,pap00630,pap00670,pap00680,pap01100,pap01110,pap01120,pap01200,pap01230,pap01240","pag00260,pag00460,pag00630,pag00670,pag00680,pag01100,pag01110,pag01120,pag01200,pag01230,pag01240","paf00260,paf00460,paf00630,paf00670,paf00680,paf01100,paf01110,paf01120,paf01200,paf01230,paf01240",,,,,,,,,,,,,,
PA14_07140,PA14,PA14_07140,,,,,,,,,,,,,,,,,,,,,
soxB,soxB,PA14_71470,"pae00260,pae01100",,,"pau00260,pau01100","pap00260,pap01100","pag00260,pag01100","paf00260,paf01100","pnc00260,pnc01100","paeb00260,paeb01100",,,,,,,,,"paeu00260,paeu01100",,,
soxD,soxD,PA14_71490,"pae00260,pae01100",,,"pau00260,pau01100","pap00260,pap01100","pag00260,pag01100","paf00260,paf01100","pnc00260,pnc01100","paeb00260,paeb01100",,,,,,,,,"paeu00260,paeu01100",,"paec00260,paec01100","paeo00260,paeo01100"
soxA,soxA,PA14_71500,"pae00260,pae01100",,,"pau00260,pau01100","pap00260,pap01100","pag00260,pag01100","paf00260,paf01100","pnc00260,pnc01100","paeb00260,paeb01100",,,,,,,,,"paeu00260,paeu01100",,,
soxG,soxG,PA14_71510,"pae00260,pae01100","paev00260,paev01100","paei00260,paei01100","pau00260,pau01100","pap00260,pap01100","pag00260,pag01100","paf00260,paf01100","pnc00260,pnc01100","paeb00260,paeb01100",,,,,,,,,"paeu00260,paeu01100",,"paec00260,paec01100","paeo00260,paeo01100"
purU2,purU2,PA14_71530,"pae00630,pae00670",,,"pau00630,pau00670","pap00630,pap00670","pag00630,pag00670","paf00630,paf00670","pnc00630,pnc00670","paeb00630,paeb00670",,,,,,,,,"paeu00630,paeu00670",,,
fdhA,fdhA,PA14_71560,"pae00625,pae00680,pae01100,pae01120,pae01200","paev00625,paev00680,paev01100,paev01120,paev01200","paei00625,paei00680,paei01100,paei01120,paei01200","pau00625,pau00680,pau01100,pau01120,pau01200","pap00625,pap00680,pap01100,pap01120,pap01200","pag00625,pag00680,pag01100,pag01120,pag01200","paf00625,paf00680,paf01100,paf01120,paf01200","pnc00625,pnc00680,pnc01100,pnc01120,pnc01200","paeb00625,paeb00680,paeb01100,paeb01120,paeb01200",,,,,,,,,,,"paec00625,paec00680,paec01100,paec01120,paec01200","paeo00625,paeo00680,paeo01100,paeo01120,paeo01200"
PA14_71570,PA14,PA14_71570,,,,"pau00010,pau01100,pau01110,pau01120",,,,,,,,,,,,,,,,,
PA14_71580,PA14,PA14_71580,,,,,,,,,,,,,,,,,,,,,
PA14_71590,PA14,PA14_71590,,,,,,,,,,,,,,,,,,,,,
purK,purK,PA14_71600,"pae00230,pae01100,pae01110","paev00230,paev01100,paev01110","paei00230,paei01100,paei01110","pau00230,pau01100,pau01110","pap00230,pap01100,pap01110","pag00230,pag01100,pag01110","paf00230,paf01100,paf01110","pnc00230,pnc01100,pnc01110","paeb00230,paeb01100,paeb01110",,,,,,,,,,,"paec00230,paec01100,paec01110","paeo00230,paeo01100,paeo01110"
PA14_07150,PA14,PA14_07150,,,,,,,,,,,,,,,,,,,,,
purE,purE,PA14_71620,"pae00230,pae01100,pae01110","paev00230,paev01100,paev01110","paei00230,paei01100,paei01110","pau00230,pau01100,pau01110","pap00230,pap01100,pap01110","pag00230,pag01100,pag01110","paf00230,paf01100,paf01110","pnc00230,pnc01100,pnc01110","paeb00230,paeb01100,paeb01110",,"psg00230,psg01100,psg01110",,,,,,,"paeu00230,paeu01100,paeu01110",,"paec00230,paec01100,paec01110","paeo00230,paeo01100,paeo01110"
adhA,adhA,PA14_71630,"pae00010,pae00071,pae00350,pae00620,pae00625,pae00626,pae01100,pae01110,pae01120,pae01220",,,"pau00010,pau00071,pau00350,pau00620,pau00625,pau00626,pau01100,pau01110,pau01120,pau01220","pap00010,pap00071,pap00350,pap00620,pap00625,pap00626,pap01100,pap01110,pap01120,pap01220","pag00010,pag00071,pag00350,pag00620,pag00625,pag00626,pag01100,pag01110,pag01120,pag01220","paf00010,paf00071,paf00350,paf00620,paf00625,paf00626,paf01100,paf01110,paf01120,paf01220","pnc00010,pnc00071,pnc00350,pnc00620,pnc00625,pnc00626,pnc01100,pnc01110,pnc01120,pnc01220","paeb00010,paeb00071,paeb00350,paeb00620,paeb00625,paeb00626,paeb01100,paeb01110,paeb01120,paeb01220",,,,,,,,,"paeu00010,paeu00071,paeu00350,paeu00620,paeu00625,paeu00626,paeu01100,paeu01110,paeu01120,paeu01220",,,
PA14_71640,PA14,PA14_71640,,,,,,,,,,,,,,,,,,,,,
aspA,aspA,PA14_71650,"pae00250,pae01100","paev00250,paev01100","paei00250,paei01100","pau00250,pau01100","pap00250,pap01100","pag00250,pag01100","paf00250,paf01100","pnc00250,pnc01100","paeb00250,paeb01100","pdk00250,pdk01100","psg00250,psg01100","prp00250,prp01100","paep00020,paep00620,paep01100,paep01110,paep01120,paep01200",,"paem00250,paem01100","pael00250,pael01100",,"paeu00250,paeu01100","paeg00250,paeg01100","paec00250,paec01100","paeo00250,paeo01100"
PA14_71670,PA14,PA14_71670,,,,,,,,,,,,,,,,,,,,,
PA14_71680,PA14,PA14_71680,,,,,,,,,,,,,,,,,,,,,
PA14_71690,PA14,PA14_71690,,,,,,,,,,,,,,,,,,,,,
PA14_71700,PA14,PA14_71700,,,,,,,,,,,,,,,,,,,,,
mtr,mtr,PA14_71710,,,,,,,,,,,,,,,,,,,,,
epd,epd,PA14_07170,"pae00750,pae01100,pae01240","paev00750,paev01100,paev01240","paei00750,paei01100,paei01240","pau00750,pau01100,pau01240","pap00750,pap01100,pap01240","pag00750,pag01100,pag01240","paf00750,paf01100,paf01240","pnc00750,pnc01100,pnc01240","paeb00750,paeb01100,paeb01240",,,,,,,,,"paeu00750,paeu01100,paeu01240",,"paec00750,paec01100,paec01240","paeo00750,paeo01100,paeo01240"
PA14_71720,PA14,PA14_71720,,,,"pau00020,pau00620,pau01100,pau01120,pau01200,pau01230",,,,,,,,,,,,,,,,,
PA14_71740,PA14,PA14_71740,,,,"pau00020,pau00620,pau01100,pau01120,pau01200,pau01230",,,,,,,,,,,,,,,,,
PA14_71750,PA14,PA14_71750,,,,,,,,,,,,,,,,,,,,,
PA14_71760,PA14,PA14_71760,,,,,,,,,,,,,,,,,,,,,
PA14_71780,PA14,PA14_71780,,,,,,,,,,,,,,,,,,,,,
PA14_71800,PA14,PA14_71800,,,,"pau00030,pau00480,pau01100,pau01110,pau01120,pau01200",,,,,,,,,,,,,,,,,
PA14_71820,PA14,PA14_71820,,,,,,,,,,,,,,,,,,,,,
PA14_71830,PA14,PA14_71830,,,,,,,,,,,,,,,,,,,,,
PA14_71840,PA14,PA14_71840,,,,,,,,,,,,,,,,,,,,,
PA14_71850,PA14,PA14_71850,,,,,,,,,,,,,,,,,,,,,
pgk,pgk,PA14_07190,"pae00010,pae01100,pae01110,pae01120,pae01200,pae01230","paev00010,paev01100,paev01110,paev01120,paev01200,paev01230","paei00010,paei01100,paei01110,paei01120,paei01200,paei01230","pau00010,pau01100,pau01110,pau01120,pau01200,pau01230","pap00010,pap01100,pap01110,pap01120,pap01200,pap01230","pag00010,pag01100,pag01110,pag01120,pag01200,pag01230","paf00010,paf01100,paf01110,paf01120,paf01200,paf01230","pnc00010,pnc01100,pnc01110,pnc01120,pnc01200,pnc01230","paeb00010,paeb01100,paeb01110,paeb01120,paeb01200,paeb01230","pdk00010,pdk01100,pdk01110,pdk01120,pdk01200,pdk01230","psg00010,psg01100,psg01110,psg01120,psg01200,psg01230",,,,,,,"paeu00010,paeu01100,paeu01110,paeu01120,paeu01200,paeu01230",,"paec00010,paec01100,paec01110,paec01120,paec01200,paec01230","paeo00010,paeo01100,paeo01110,paeo01120,paeo01200,paeo01230"
uvrD,uvrD,PA14_71870,"pae03420,pae03430","paev03420,paev03430","paei03420,paei03430","pau03420,pau03430","pap03420,pap03430","pag03420,pag03430","paf03420,paf03430","pnc03420,pnc03430","paeb03420,paeb03430","pdk03420,pdk03430","psg03420,psg03430","prp03420,prp03430","paep03420,paep03430",,"paem03420,paem03430","pael03420,pael03430",,"paeu03420,paeu03430","paeg03420,paeg03430","paec03420,paec03430","paeo03420,paeo03430"
PA14_71880,PA14,PA14_71880,,,,,,,,,,,,,,,,,,,,,
PA14_71890,PA14,PA14_71890,,,,"pau00020,pau00620,pau00650,pau01100,pau01110,pau01120,pau01200",,,,,,,,,,,,,,,,,
PA14_71900,PA14,PA14_71900,,,,,,,,,,,,,,,,,,,,,
wbpZ,wbpZ,PA14_71910,,,,,,,,,,,,,,,,,,,,,
wbpY,wbpY,PA14_71920,,,,,,,,,,,,,,,,,,,,,
wbpX,wbpX,PA14_71930,,,,,,,,,,,,,,,,,,,,,
wzt,wzt,PA14_71940,pae02010,,,pau02010,pap02010,pag02010,paf02010,pnc02010,paeb02010,,,,,,,,,paeu02010,,,
wzm,wzm,PA14_71960,pae02010,,,pau02010,pap02010,pag02010,paf02010,pnc02010,paeb02010,,,,,,,,,paeu02010,,,
wbpW,wbpW,PA14_71970,"pae00051,pae00520,pae00541,pae01100,pae01110,pae02025",,,"pau00051,pau00520,pau00541,pau01100,pau01110,pau02025",,"pag00051,pag00520,pag00541,pag01100,pag01110,pag02025","paf00051,paf00520,paf00541,paf01100,paf01110,paf02025","pnc00051,pnc00520,pnc00541,pnc01100,pnc01110,pnc02025","paeb00051,paeb00520,paeb00541,paeb01100,paeb01110,paeb02025",,,,,,,,,"paeu00051,paeu00520,paeu00541,paeu01100,paeu01110,paeu02025",,,
PA14_00060,PA14,PA14_00060,,,,"pau00561,pau00564,pau01100,pau01110",,,,,,,,,,,,,,,,,
PA14_00660,PA14,PA14_00660,,,,,,,,,,,,,,,,,,,,,
PA14_07200,PA14,PA14_07200,,,,,,,,,,,,,,,,,,,,,
gmd,gmd,PA14_71990,"pae00051,pae00520,pae00541,pae01100","paev00051,paev00520,paev00541,paev01100","paei00051,paei00520,paei00541,paei01100","pau00051,pau00520,pau00541,pau01100","pap00051,pap00520,pap00541,pap01100",,"paf00051,paf00520,paf00541,paf01100","pnc00051,pnc00520,pnc00541,pnc01100","paeb00051,paeb00520,paeb00541,paeb01100",,,,,,,,,"paeu00051,paeu00520,paeu00541,paeu01100",,"paec00051,paec00520,paec00541,paec01100","paeo00051,paeo00520,paeo00541,paeo01100"
rmd,rmd,PA14_72000,"pae00051,pae00520,pae00541,pae01100",,,"pau00051,pau00520,pau00541,pau01100",,"pag00051,pag00520,pag00541,pag01100","paf00051,paf00520,paf00541,paf01100","pnc00051,pnc00520,pnc00541,pnc01100","paeb00051,paeb00520,paeb00541,paeb01100",,,,,,,,,"paeu00051,paeu00520,paeu00541,paeu01100",,,
PA14_72010,PA14,PA14_72010,,,,,,,,,,,,,,,,,,,,,
PA14_72020,PA14,PA14_72020,,,,,,,,,,,,,,,,,,,,,
PA14_72030,PA14,PA14_72030,,,,,,,,,,,,,,,,,,,,,
PA14_72040,PA14,PA14_72040,,,,,,,,,,,,,,,,,,,,,
PA14_72050,PA14,PA14_72050,,,,,,,,,,,,,,,,,,,,,
PA14_72060,PA14,PA14_72060,,,,,,,,,,,,,,,,,,,,,
PA14_72070,PA14,PA14_72070,,,,,,,,,,,,,,,,,,,,,
PA14_07210,PA14,PA14_07210,,,,,,,,,,,,,,,,,,,,,
PA14_72080,PA14,PA14_72080,,,,,,,,,,,,,,,,,,,,,
PA14_72090,PA14,PA14_72090,,,,,,,,,,,,,,,,,,,,,
PA14_72110,PA14,PA14_72110,,,,,,,,,,,,,,,,,,,,,
PA14_72130,PA14,PA14_72130,,,,,,,,,,,,,,,,,,,,,
PA14_72140,PA14,PA14_72140,,,,,,,,,,,,,,,,,,,,,
PA14_72150,PA14,PA14_72150,,,,,,,,,,,,,,,,,,,,,
PA14_72170,PA14,PA14_72170,,,,,,,,,,,,,,,,,,,,,
PA14_72180,PA14,PA14_72180,,,,,,,,,,,,,,,,,,,,,
prfH,prfH,PA14_72200,,,,,,,,,,,,,,,,,,,,,
PA14_72210,PA14,PA14_72210,,,,pau01501,,,,,,,,,,,,,,,,,
fda,fda,PA14_07230,"pae00010,pae00030,pae00051,pae00680,pae01100,pae01110,pae01120,pae01200,pae01230",,,"pau00010,pau00030,pau00051,pau00680,pau01100,pau01110,pau01120,pau01200,pau01230",,"pag00010,pag00030,pag00051,pag00680,pag01100,pag01110,pag01120,pag01200,pag01230","paf00010,paf00030,paf00051,paf00680,paf01100,paf01110,paf01120,paf01200,paf01230","pnc00010,pnc00030,pnc00051,pnc00680,pnc01100,pnc01110,pnc01120,pnc01200,pnc01230","paeb00010,paeb00030,paeb00051,paeb00680,paeb01100,paeb01110,paeb01120,paeb01200,paeb01230",,,,,,,,,"paeu00010,paeu00030,paeu00051,paeu00680,paeu01100,paeu01110,paeu01120,paeu01200,paeu01230",,,
PA14_72220,PA14,PA14_72220,,,,,,,,,,,,,,,,,,,,,
PA14_72230,PA14,PA14_72230,,,,,,,,,,,,,,,,,,,,,
PA14_72250,PA14,PA14_72250,,,,,,,,,,,,,,,,,,,,,
PA14_72260,PA14,PA14_72260,,,,,,,,,,,,,,,,,,,,,
citA,citA,PA14_72280,,,,,,,,,,,,,,,,,,,,,
PA14_72300,PA14,PA14_72300,,,,,,,,,,,,,,,,,,,,,
PA14_72320,PA14,PA14_72320,,,,,,,,,,,,,,,,,,,,,
gltP,gltP,PA14_72340,,,,,,,,,,,,,,,,,,,,,
PA14_07240,PA14,PA14_07240,,,,,,,,,,,,,,,,,,,,,
PA14_72360,PA14,PA14_72360,,,,,,,,,,,,,,,,,,,,,
PA14_72370,PA14,PA14_72370,,,,,,,,,,,,,,,,,,,,,
algB,algB,PA14_72380,pae02020,paev02020,paei02020,pau02020,pap02020,pag02020,paf02020,pnc02020,paeb02020,,,,,,,,,paeu02020,,paec02020,paeo02020
PA14_72390,PA14,PA14_72390,,,,pau02020,,,,,,,,,,,,,,,,,
PA14_72400,PA14,PA14_72400,,,,,,,,,,,,,,,,,,,,,
PA14_72410,PA14,PA14_72410,,,,,,,,,,,,,,,,,,,,,
PA14_72420,PA14,PA14_72420,,,,,,,,,,,,,,,,,,,,,
PA14_72430,PA14,PA14_72430,,,,,,,,,,,,,,,,,,,,,
dsbA,dsbA,PA14_72450,pae01503,paev01503,paei01503,pau01503,pap01503,pag01503,paf01503,pnc01503,paeb01503,,,,,,,,,paeu01503,,paec01503,paeo01503
cc4,cc4,PA14_72460,,,,,,,,,,,,,,,,,,,,,
PA14_07250,PA14,PA14_07250,,,,,,,,,,,,,,,,,,,,,
PA14_72470,PA14,PA14_72470,,,,,,,,,,,,,,,,,,,,,
engB,engB,PA14_72480,,,,,,,,,,,,,,,,,,,,,
polA,polA,PA14_72490,"pae03030,pae03410,pae03420,pae03440","paev03030,paev03410,paev03420,paev03440","paei03030,paei03410,paei03420,paei03440","pau03030,pau03410,pau03420,pau03440","pap03030,pap03410,pap03420,pap03440","pag03030,pag03410,pag03420,pag03440","paf03030,paf03410,paf03420,paf03440","pnc03030,pnc03410,pnc03420,pnc03440","paeb03030,paeb03410,paeb03420,paeb03440",,,,,,,,,"paeu03030,paeu03410,paeu03420,paeu03440",,"paec03030,paec03410,paec03420,paec03440","paeo03030,paeo03410,paeo03420,paeo03440"
PA14_72500,PA14,PA14_72500,,,,,,,,,,,,,,,,,,,,,
thrB,thrB,PA14_72510,"pae00260,pae01100,pae01110,pae01120,pae01230","paev00260,paev01100,paev01110,paev01120,paev01230","paei00260,paei01100,paei01110,paei01120,paei01230","pau00260,pau01100,pau01110,pau01120,pau01230","pap00260,pap01100,pap01110,pap01120,pap01230","pag00260,pag01100,pag01110,pag01120,pag01230","paf00260,paf01100,paf01110,paf01120,paf01230","pnc00260,pnc01100,pnc01110,pnc01120,pnc01230","paeb00260,paeb01100,paeb01110,paeb01120,paeb01230",,,,,,,,,"paeu00260,paeu01100,paeu01110,paeu01120,paeu01230",,"paec00260,paec01100,paec01110,paec01120,paec01230","paeo00260,paeo01100,paeo01110,paeo01120,paeo01230"
PA14_72520,PA14,PA14_72520,,,,,,,,,,,,,,,,,,,,,
PA14_72540,PA14,PA14_72540,,,,"pau00230,pau00240,pau01100",,,,,,,,,,,,,,,,,
PA14_72550,PA14,PA14_72550,,,,pau02010,,,,,,,,,,,,,,,,,
np20,np20,PA14_72560,pae02024,,,pau02024,pap02024,pag02024,paf02024,pnc02024,paeb02024,,,,,,,,,paeu02024,,,
znuC,znuC,PA14_72580,pae02010,,,pau02010,pap02010,pag02010,paf02010,pnc02010,paeb02010,,,prp02010,,,paem02010,pael02010,,paeu02010,paeg02010,,
PA14_07260,PA14,PA14_07260,,,,,,,,,,,,,,,,,,,,,
znuB,znuB,PA14_72590,pae02010,,,pau02010,pap02010,pag02010,paf02010,pnc02010,paeb02010,,,prp02010,,,paem02010,pael02010,,paeu02010,paeg02010,,
PA14_72600,PA14,PA14_72600,,,,,,,,,,,,,,,,,,,,,
PA14_72620,PA14,PA14_72620,,,,pau02010,,,,,,,,,,,,,,,,,
PA14_72630,PA14,PA14_72630,,,,pau02010,,,,,,,,,,,,,,,,,
PA14_72640,PA14,PA14_72640,,,,pau02010,,,,,,,,,,,,,,,,,
PA14_72650,PA14,PA14_72650,,,,,,,,,,,,,,,,,,,,,
PA14_72660,PA14,PA14_72660,,,,,,,,,,,,,,,,,,,,,
PA14_72690,PA14,PA14_72690,,,,"pau00220,pau00250,pau00630,pau00910,pau01100,pau01120,pau01230,pau02020",,,,,,,,,,,,,,,,,
PA14_72700,PA14,PA14_72700,,,,,,,,,,,,,,,,,,,,,
PA14_72710,PA14,PA14_72710,,,,,,,,,,,,,,,,,,,,,
PA14_07280,PA14,PA14_07280,,,,,,,,,,,,,,,,,,,,,
